"labeling_id","pmid","doi","title","abstract","url","labeler1_effect_measure","labeler1_effect_estimate","labeler1_ci_lower","labeler1_ci_upper","labeler1_lag","labeler1_exposure_increment","labeler1_outcome_specific","labeler1_study_design","labeler1_study_location","labeler1_population","labeler1_n_estimates_in_abstract","labeler1_notes"
"LBL-036","34574538","10.3390/ijerph18189617","Ambient PM","Evidence of associations between exposure to ambient air pollution and health outcomes are sparse in the South Asian region due to limited air pollution exposure and quality health data. This study investigated the potential impacts of ambient particulate matter (PM) on respiratory disease hospitalization in Kandy, Sri Lanka for the year 2019. The Generalized Additive Model (GAM) was applied to estimate the short-term effect of ambient PM on respiratory disease hospitalization. As the second analysis, respiratory disease hospitalizations during two distinct air pollution periods were analyzed. Each 10 μg/m3 increase in same-day exposure to PM2.5 and PM10 was associated with an increased risk of respiratory disease hospitalization by 1.95% (0.25, 3.67) and 1.63% (0.16, 3.12), respectively. The effect of PM2.5 or PM10 on asthma hospitalizations were 4.67% (1.23, 8.23) and 4.04% (1.06, 7.11), respectively (p < 0.05). The 65+ years age group had a higher risk associated with PM2.5 and PM10 exposure and hospital admissions for all respiratory diseases on the same day (2.74% and 2.28%, respectively). Compared to the lower ambient air pollution period, higher increased hospital admissions were observed among those aged above 65 years, males, and COPD and pneumonia hospital admissions during the high ambient air pollution period. Active efforts are crucial to improve ambient air quality in this region to reduce the health effects.","https://pubmed.ncbi.nlm.nih.gov/34574538/","","","","","","","","","","","",""
"LBL-037","35073244","10.1164/rccm.202107-1596OC","Air Pollutants and Asthma Hospitalization in the Medicaid Population.","Rationale: Risk of asthma hospitalization and its disparities associated with air pollutant exposures are less clear within socioeconomically disadvantaged populations, particularly at low degrees of exposure. Objectives: To assess effects of short-term exposures to fine particulate matter (particulate matter with an aerodynamic diameter of ⩽2.5 μm [PM2.5]), warm-season ozone (O3), and nitrogen dioxide (NO2) on risk of asthma hospitalization among national Medicaid beneficiaries, the most disadvantaged population in the United States, and to test whether any subpopulations were at higher risk. Methods: We constructed a time-stratified case-crossover dataset among 1,627,002 hospitalizations during 2000-2012 and estimated risk of asthma hospitalization associated with short-term PM2.5, O3, and NO2 exposures. We then restricted the analysis to hospitalizations with degrees of exposure below increasingly stringent thresholds. Furthermore, we tested effect modifications by individual- and community-level characteristics. Measurements and Main Results: Each 1-μg/m3 increase in PM2.5, 1-ppb increase in O3, and 1-ppb increase in NO2 was associated with 0.31% (95% confidence interval [CI], 0.24-0.37%), 0.10% (95% CI, 0.05 - 0.15%), and 0.28% (95% CI, 0.24 - 0.32%) increase in risk of asthma hospitalization, respectively. Low-level PM2.5 and NO2 exposures were associated with higher risk. Furthermore, beneficiaries with only one asthma hospitalization during the study period or in communities with lower population density, higher average body mass index, longer distance to the nearest hospital, or greater neighborhood deprivation experienced higher risk. Conclusions: Short-term air pollutant exposures increased risk of asthma hospitalization among Medicaid beneficiaries, even at concentrations well below national standards. The subgroup differences suggested individual and contextual factors contributed to asthma disparities under effects of air pollutant exposures.","https://pubmed.ncbi.nlm.nih.gov/35073244/","","","","","","","","","","","",""
"LBL-038","39520750","10.1016/j.ecoenv.2024.117289","Ambient air pollution and hospital admission for interstitial lung diseases: A multicenter hospital-based case-crossover study.","Interstitial lung diseases (ILDs) lead to increased morbidity and premature deaths, imposing a significant burden on public health worldwide. Recently, several studies have linked ambient air pollution with the acute exacerbation of certain ILDs, but the evidence remains limited and inconclusive. With a multicenter hospital-based case-crossover design, we investigated 9128 patients who resided in Jiangsu province, China, and were admitted for ILDs between 2019 and 2022. Residential exposure to particulate matter with an aerodynamic diameter ≤ 2.5 µm (PM2.5), PM10, sulfur dioxide (SO2), nitrogen dioxide (NO2), carbon monoxide (CO), and ozone (O3) was assessed using our validated grid datasets. We fitted conditional logistic regression models to examine associations of exposure to air pollutants with ILD admission. A 10 µg/m3 increment of exposure to SO2 and NO2 was positively associated with a 16.18 % (95 % confidence interval [CI]: 3.79 %, 30.03 %) and 4.06 % (0.75 %, 7.49 %) increase in odds of ILD admission, respectively. All these associations appeared to be linear and the association of SO2 exposure was significantly stronger among older adults. We estimated that over 10 % of ILD admissions could be attributable to exposure to SO2 and NO2. This study provides compelling evidence on the association of exposure to ambient air pollutants (including SO2 and NO2) with an increased odds of ILD hospitalizations. Our findings indicate that SO2 and NO2 exposures can lead to the exacerbation of ILDs, especially in elderly, and that the disease burden is considerable.","https://pubmed.ncbi.nlm.nih.gov/39520750/","","","","","","","","","","","",""
"LBL-041","37137261","10.1016/j.ecoenv.2023.114961","Short-term associations of low-level fine particulate matter (PM","There have been few studies in non-western countries on the relationship between low levels of daily fine particulate matter (PM2.5) exposure and morbidity or mortality, and the impact of PM2.5 concentrations below 15 μg/m3, which is the latest World Health Organization Air Quality Guideline (WHO AQG) value for the 24-h mean, is not yet clear. We assessed the associations between low-level PM2.5 exposure and cardiorespiratory admissions in Japan. We collected the daily hospital admission count data, air pollutant data, and meteorological condition data recorded from April 2016 to March 2019 in 139 Japanese cities. City-specific estimates were obtained from conditional logistic regression models in a time-stratified case-crossover design and pooled by random-effect models. We estimated that every 10-μg/m3 increase in the concurrent-day PM2.5 concentration was related to a 0.52% increase in cardiovascular admissions (95% CI: 0.13-0.92%) and a 1.74% increase in respiratory admissions (95% CI: 1.41-2.07%). These values were nearly the same when the datasets were filtered to contain only daily PM2.5 concentrations <15 μg/m3. The exposure-response curves showed approximately sublinear-to-linear curves with no indication of thresholds. These associations with cardiovascular diseases weakened after adjusting for nitrogen dioxide or sulfur dioxide, but associations with respiratory diseases were almost unchanged when additionally adjusted for other pollutants. This study demonstrated that associations between daily PM2.5 and daily cardiorespiratory hospitalizations might persist at low concentrations, including those below the latest WHO AQG value. Our findings suggest that the updated guideline value may still be insufficient from the perspective of public health.","https://pubmed.ncbi.nlm.nih.gov/37137261/","","","","","","","","","","","",""
"LBL-046","39633418","10.1186/s41043-024-00683-4","Short-term effects of air pollutants on hospitalization for childhood respiratory diseases in Suzhou City: a time-stratified case-crossover study.","BACKGROUND: Short-term exposure to air pollution has been demonstrated in previous studies to correlate with respiratory disease (RD) in children. Due to regional heterogeneity, our objective was to explore the correlation between short-term exposure to ambient air pollution and hospital admissions for respiratory ailments in children in Suzhou City from January 1, 2017, to December 31, 2022, alongside assessing the influence of the COVID-19 pandemic on this relationship. METHODS: We collected data on air pollutant levels and hospital admissions for childhood respiratory disease (RD) in Suzhou, China, from 2017 to 2022. We utilized a time-stratified case-crossover design along with a conditional logistic regression model to assess the short-term impacts of air pollutants on RD in children through stratified analysis and sensitivity analysis. RESULTS: A total of 13,408 children with respiratory diseases were included in the study. The findings revealed significant associations between hospitalization for respiratory diseases in children and exposure to PM2.5, PM10, SO2, NO2, and CO. The maximum effect values (95%CI, best lag days) for each 10 µg/m3 increase in the concentrations of PM2.5, PM10, SO2, and NO2 were as follows: 1.017 (1.003-1.031, lag0-2), 1.015 (1.004-1.026, lag0-2), 1.117 (1.001-1.247, lag0-1), and 1.036 (1.009-1.064, lag0-7). Additionally, the maximum effect value (95%CI, best lag days) for each 1 mg/m3 increase in CO concentration was found to be 1.267 1.017-1.579, lag0-7). Stratified analysis indicated that sex, season of admission, and stage of admission did not modify these correlations significantly; however, differential effects on various age groups and sexes were primarily observed among school-age and older children as well as boys. CONCLUSIONS: The short-term exposure to PM2.5, PM10, SO2, NO2, and CO in Suzhou, China, exhibited a positive correlation with RD hospitalization. Prior to the COVID-19 pandemic, the adverse impacts of air pollutants on hospitalizations for childhood respiratory disease were mitigated compared to the period following the pandemic. Local governments should continue promoting decisions and measures for air pollution prevention and control to reduce further pollutant concentration, which is crucial for public health in reducing the burden of childhood respiratory diseases.","https://pubmed.ncbi.nlm.nih.gov/39633418/","","","","","","","","","","","",""
"LBL-047","25776011","10.1093/aje/kwu305","Ensemble-based source apportionment of fine particulate matter and emergency department visits for pediatric asthma.","Epidemiologic studies utilizing source apportionment (SA) of fine particulate matter have shown that particles from certain sources might be more detrimental to health than others; however, it is difficult to quantify the uncertainty associated with a given SA approach. In the present study, we examined associations between source contributions of fine particulate matter and emergency department visits for pediatric asthma in Atlanta, Georgia (2002-2010) using a novel ensemble-based SA technique. Six daily source contributions from 4 SA approaches were combined into an ensemble source contribution. To better account for exposure uncertainty, 10 source profiles were sampled from their posterior distributions, resulting in 10 time series with daily SA concentrations. For each of these time series, Poisson generalized linear models with varying lag structures were used to estimate the health associations for the 6 sources. The rate ratios for the source-specific health associations from the 10 imputed source contribution time series were combined, resulting in health associations with inflated confidence intervals to better account for exposure uncertainty. Adverse associations with pediatric asthma were observed for 8-day exposure to particles generated from diesel-fueled vehicles (rate ratio = 1.06, 95% confidence interval: 1.01, 1.10) and gasoline-fueled vehicles (rate ratio = 1.10, 95% confidence interval: 1.04, 1.17).","https://pubmed.ncbi.nlm.nih.gov/25776011/","","","","","","","","","","","",""
"LBL-049","33590391","10.1007/s11356-021-12655-w","Assessing PM","Existing PM2.5-morbidity studies using daily mean concentration as exposure metric may fail to capture intra-day variations of PM2.5 concentrations, resulting in underestimated health impacts to some extent. This study introduced a novel indicator, daily excessive concentration hours (DECH), defined as sums of per-hourly excessive concentrations of PM2.5 against a specific threshold within a day. PM2.5 DECHs were separately calculated as daily concentration-hours >8, 10, 15, 20, and 25 μg/m3 (abbreviations: DECH-8, DECH-10, DECH-15, DECH-20, and DECH-25). We adopted a time-stratified case-crossover design with conditional logistic regression models to compare risks of hospitalizations for chronic obstructive pulmonary disease (COPD) associated with PM2.5 mean and DECHs in Shenzhen, China. We observed highly comparable PM2.5-COPD associations using exposure metrics of daily mean and DECHs with above-defined thresholds. For instance, PM2.5 mean and DECHs showed similar increases in risks of COPD hospitalization for an interquartile range rise in exposure, with odds ratio estimates of 1.26 (95% confidence interval: 1.06-1.50) for PM2.5 mean, 1.24 (1.05-1.46) for DECH-10 and 1.21 (1.06-1.39) for DECH-25, respectively. Findings remained robust after further adjusting for gaseous pollutants (e.g., SO2, NO2, CO, and O3) and meteorologic factors (e.g., wind speed and air pressure). Our study strengthened the evidence that DECHs could come be as a novel exposure metric in health risk assessments associated with short-term exposure to ambient PM2.5.","https://pubmed.ncbi.nlm.nih.gov/33590391/","","","","","","","","","","","",""
"LBL-054","36777770","10.3389/fpubh.2022.1017105","Associations between air pollutant and pneumonia and asthma requiring hospitalization among children aged under 5 years in Ningbo, 2015-2017.","INTRODUCTION: Exposure to ambient air pollutants is associated with an increased incidence of respiratory diseases such as pneumonia and asthma, especially in younger children. We investigated the relationship between rates of hospitalization of children aged under 5 years for pneumonia and asthma and the concentration of air pollutants in Ningbo between January 1, 2015 and August 29, 2017. METHODS: Data were obtained from the Ningbo Air Quality Data Real-time Publishing System and the big data platform of the Ningbo Health Information Center. A generalized additive model was established via logarithmic link function and utilized to evaluate the effect of pollutant concentration on lag dimension and perform sensitivity analysis. RESULTS: A total of 10,301 cases of pneumonia and 115 cases of asthma were identified over the course of this study. Results revealed that PM2.5, PM10, SO2 and NO2 were significantly associated with hospitalization for pneumonia and asthma in children under 5 years of age. For every 10-unit increase in lag03 air pollutant concentration, hospitalization for pneumonia and asthma due to PM2.5, PM10, SO2 and NO2 increased by 2.22% (95%CI: 0.64%, 3.82%), 1.94% (95%CI: 0.85%, 3.04%), 11.21% (95%CI: 4.70%, 18.10%) and 5.42% (95%CI: 3.07%, 7.82%), respectively. DISCUSSION: Adverse effects of air pollutants were found to be more severe in children aged 1 to 5 years and adverse effects due to PM2.5, PM10 and SO2 were found to be more severe in girls. Our findings underscore the need for implementation of effective public health measures to urgently improve air quality and reduce pediatric hospitalizations due to respiratory illness.","https://pubmed.ncbi.nlm.nih.gov/36777770/","","","","","","","","","","","",""
"LBL-059","37980997","10.1016/j.envres.2023.117633","Effect of ambient air pollution on hospital admission for respiratory diseases in Hanoi children during 2007-2019.","Air pollution poses a threat to children's respiratory health. This study aims to quantify the association between short-term air pollution exposure and respiratory hospital admissions among children in Hanoi, Vietnam, and estimate the population-attributable burden using local data. A case-crossover analysis was conducted based on the individual records where each case is their own control. The health data was obtained from 13 hospitals in Hanoi and air pollution data was collected from four monitoring stations from 2007 to 2019. We used conditional logistic regression to estimate Percentage Change (PC) and 95% Confidence Interval (CI) in odd of hospital admissions per 10 μg/m3 increase in daily average particulate matter (e.g. PM1, PM2.5, PM10), Sulfur Dioxide (SO2), Nitrogen Dioxide (NO2), 8-h maximum Ozone and per 1000 μg/m3 increase in daily mean of Carbon Monoxide (CO). We also calculated the number and fraction of admissions attributed to air pollution in Hanoi by using the coefficient at lag 0. A 10 μg/m3 increase in the concentration of PM10, PM2.5, PM1, SO2, NO2, O3 8-h maximum and 1000 μg/m3 increase in CO concentration was associated with 0.6%, 1.2%, 1.4%, 0.8%, 1.6%, 0.3%, and 1.7% increase in odd of admission for all respiratory diseases among children under 16 years at lag 0-2. All PM metrics and NO2 are associated with childhood admission for pneumonia and bronchitis. Admissions due to asthma and upper respiratory diseases are related to increments in NO2 and CO. For attributable cases, PM2.5 concentrations in Hanoi exceeding the World Health Organization Air Quality Guidelines accounted for 1619 respiratory hospital admissions in Hanoi children in 2019. Our findings show that air pollution has a detrimental impact on the respiratory health of Hanoi children and there will be important health benefits from improved air quality management planning to reduce air pollution in Vietnam.","https://pubmed.ncbi.nlm.nih.gov/37980997/","","","","","","","","","","","",""
"LBL-071","39879475","10.1590/1413-81232025301.19972022","Ambient temperature and hospitalizations of children due to respiratory diseases in Cuiabá-MT, Brazil.","This study evaluated the role of temperature and fine particulate matter in hospitalizations of children living in Cuiabá-MT, obtained from DATASUS, between 01/01/2016 and 12/31/2018. Daily concentrations of the pollutant fine particulate matter were estimated using the CAMS mathematical model, made available by CPTEC. Diagnoses of tracheitis and laryngitis, pneumonia, bronchitis, bronchiolitis and asthma were included. INMET provided data on maximum and minimum temperatures and relative humidity. Statistical analysis was performed with three generalized additive Poisson regression models, one of which only included the minimum temperature, another including the pollutant and the last with an interaction variable. There were 1,612 hospitalizations in the period; in the multivariate model, associations were identified between minimum temperature and hospitalizations in lags 1 to 5; the effect of increasing the minimum temperature by 4°C resulted in an increase in the risk of hospitalizations by 18%; 15.2% of hospitalizations are attributed to this increase and an excess of approximately US$ 68,000.00 in expenses for the health system during the period evaluated. In addition to the known effects of exposure to pollutants on health, it was possible to identify that an increase in the minimum daily temperature can cause damage to children's health. Este estudo avaliou o papel da temperatura e material particulado fino em internações de crianças residentes em Cuiabá-MT, obtidas do DATASUS, entre 01/01/2016 e 31/12/2018. Concentrações diárias do poluente material particulado fino foram estimadas pelo modelo matemático CAMS, disponibilizado pelo CPTEC. Foram incluídos diagnósticos de traqueíte e laringite, pneumonias, bronquite, bronquiolite e asma. INMET forneceu dados de temperaturas máxima e mínima e umidade relativa do ar. Foi realizada análise estatística com três modelos aditivo generalizado da regressão de Poisson, sendo um deles somente com a temperatura mínima, outro incluindo o poluente e o último com uma variável de interação. Foram 1.612 internações no período; no modelo multivariado foram identificadas associações entre temperatura mínima e internações nos lags 1 a 5; o efeito do aumento da temperatura mínima em 4°C refletiu na elevação do risco de internações em 18%; atribuem-se 15,2% das internações a este aumento e um excesso de ≈ US$ 68,000.00 nos gastos para o sistema de saúde, durante o período avaliado. Foi possível identificar que elevação na temperatura mínima diária pode causar danos à saúde da criança. Este estudio evaluó el papel de la temperatura y las partículas finas en las hospitalizaciones de niños residentes en Cuiabá-MT, Brasil, obtenido de DATASUS, entre el 01/01/2016 y el 31/12/2018. Se estimaron las concentraciones diarias de partículas finas contaminantes utilizando el modelo matemático CAMS, proporcionado por CPTEC. Se incluyeron diagnósticos de traqueítis y laringitis, neumonía, bronquitis, bronquiolitis y asma. El INMET proporcionó datos sobre temperaturas máximas, mínimas y humedad relativa. Se realizó el análisis estadístico con tres modelos de regresión de Poisson aditivos generalizados, uno de los cuales incluía únicamente la temperatura mínima, otro incluía el contaminante y el último con una variable de interacción. Hubo 1.612 hospitalizaciones en el período; se identificaron asociaciones entre temperatura mínima y hospitalizaciones en los rezagos 1 a 5 en el modelo multivariado; el efecto del aumento de la temperatura mínima en 4°C resultó en un aumento del riesgo de hospitalizaciones en un 18%; a este incremento se le atribuye el 15,2% de las hospitalizaciones y un exceso de ≈ US$ 68 mil en gastos para el sistema de salud durante el período evaluado. Se pudo identificar que un aumento de la temperatura mínima diaria puede causar daños a la salud de los niños.","https://pubmed.ncbi.nlm.nih.gov/39879475/","","","","","","","","","","","",""
"LBL-074","38698010","10.1038/s41598-024-59643-x","Atmosphere particulate matter and respiratory diseases during COVID-19 in Korea.","We aimed to examine the impact of COVID-19 non-pharmaceutical interventions (NPIs) on the relationship between air pollutants and hospital admissions for respiratory and non-respiratory diseases in six metropolitan cities in South Korea. This study compared the associations between particulate matter (PM10 and PM2.5) and hospital admission for respiratory and non-respiratory diseases before (2016-2019) and during (2020) the implementation of COVID-19 NPIs by using distributed lag non-linear models. In the Pre-COVID-19 period, the association between PM10 and admission risk for asthma and COPD showed an inverted U-shaped pattern. For PM2.5, S-shaped and inverted U-shaped changes were observed in asthma and COPD, respectively. Extremely high and low levels of PM10 and extremely low levels of PM2.5 significantly decreased the risk of admission for asthma and COPD. In the Post-COVID-19 outbreak period, the overall cumulative relationship between PM10 and PM2.5 and respiratory diseases and the effects of extreme levels of PM10 and PM2.5 on respiratory diseases were completely changed. For non-respiratory diseases, PM10 and PM2.5 were statistically insignificant for admission risk during both periods. Our study may provide evidence that implementing NPIs and reducing PM10 and PM2.5 exposure during the COVID-19 pandemic has contributed to reducing hospital admissions for environment-based respiratory diseases.","https://pubmed.ncbi.nlm.nih.gov/38698010/","","","","","","","","","","","",""
"LBL-075","35027064","10.1186/s12940-021-00828-6","Effects of particulate matter on hospital admissions for respiratory diseases: an ecological study based on 12.5 years of time series data in Shanghai.","BACKGROUND: Previous epidemiological studies on the association between short-term exposure to particulate matter (PM) with hospital admission in major cities in China were limited to shorter study periods or a single hospital. The aim of this ecological study based on a 12.5-year time series was to investigate the association of short-term exposure to PM with aerodynamic diameter ≤ 2.5 μm (PM2.5) and aerodynamic diameter ≤ 10 μm (PM10) with hospital admissions for respiratory diseases. METHODS: Daily hospital admissions data were from the Shanghai Medical Insurance System for the period January 1, 2008 to July 31, 2020. We estimated the percentage change with its 95% confidence interval (CI) for each 10 μg/m3 increase in the level of PM2.5 and PM10 after adjustment for calendar time, day of the week, public holidays, and meteorological factors applying a generalized additive model with a quasi-Poisson distribution. RESULTS: There were 1,960,361 hospital admissions for respiratory diseases in Shanghai during the study period. A 10 μg/m3 increase in the level of each class of PM was associated with increased total respiratory diseases when the lag time was 0 day (PM2.5: 0.755%; 95% CI: 0.422, 1.089%; PM10: 0.250%; 95% CI: 0.042, 0.459%). The PM2.5 and PM10 levels also had positive associations with admissions for COPD, asthma, and pneumonia. Stratified analyses demonstrated stronger effects in patients more than 45 years old and during the cold season. Total respiratory diseases increased linearly with PM concentration from 0 to 100 μg/m3, and increased more slowly at higher PM concentrations. CONCLUSIONS: This time-series study suggests that short-term exposure to PM increased the risk for hospital admission for respiratory diseases, even at low concentrations. These findings suggest that reducing atmospheric PM concentrations may reduce hospital admissions for respiratory diseases.","https://pubmed.ncbi.nlm.nih.gov/35027064/","","","","","","","","","","","",""
"LBL-084","36107568","10.1097/MD.0000000000030165",": Short-term effects of exposure to particulate matter on hospital admissions for asthma and chronic obstructive pulmonary disease.","We investigated the effects of particulate matter (PM) factors on hospitalization rates for asthma and chronic obstructive pulmonary disease (COPD). We obtained data on pollutants-PM10, PM2.5-in Seoul, South Korea. We also investigated data for asthma and COPD exacerbation that required hospitalization from 2006 to 2016. We used a time-stratified case-crossover design and generalized additive models with log transformation to assess adjusted risk, and conditional logistic regression was performed to analyze these data. Our study showed that PM10 and PM2.5, on different best lag days, were associated with increased risks of COPD or asthma hospitalization. The odds ratios (ORs) for each per-unit increase in PM10 and PM2.5 were higher in patients with male asthma (PM10: OR, 1.012; 95% confidence interval [CI], 1.008-1.016 and PM2.5: OR, 1.015; 95% CI, 1008-1.023), preschool asthma (PM10: OR, 1.015; 95% CI, 1.006-1.015 and PM2.5: OR, 1.015; 95% CI, 1.009-1.024), male COPD (PM10: OR, 1.012; 95% CI, 1.005-1.019 and PM2.5: OR, 1.013; 95% CI, 1.000-1.026), and senior COPD (PM10: OR, 1.016; 95% CI, 1.008-1.024 and PM2.5: OR, 1.022; 95% CI, 1.007-1.036). Increasing PM levels increased hospitalizations for asthma and COPD. Additionally, the consequences may be different according to age and sex, and PM2.5 may have a more significant effect on airway disease patients than PM10.","https://pubmed.ncbi.nlm.nih.gov/36107568/","","","","","","","","","","","",""
"LBL-090","25244038","10.1016/j.scitotenv.2014.08.093","Multifactorial airborne exposures and respiratory hospital admissions--the example of Santiago de Chile.","UNLABELLED: Our results provide evidence for respiratory effects of combined exposure to airborne pollutants in Santiago de Chile. Different pollutants account for varying adverse effects. Ozone was not found to be significantly associated with respiratory morbidity. BACKGROUND: High concentrations of various air pollutants have been associated with hospitalization due to development and exacerbation of respiratory diseases. The findings of different studies vary in effect strength and are sometimes inconsistent. OBJECTIVES: We aimed to assess associations between airborne exposures by particulate matter as well as gaseous air pollutants and hospital admissions due to respiratory disease groups under the special orographic and meteorological conditions of Santiago de Chile. METHODS: The study was performed in the metropolitan area of Santiago de Chile during 2004-2007. We applied a time-stratified case-crossover analysis taking temporal variation, meteorological conditions and autocorrelation into account. We computed associations between daily ambient concentrations of carbon monoxide (CO), nitrogen dioxide (NO2), particulate matter (PM10 and PM2.5 - particulate matter with aerodynamic diameters less than 10 or 2.5 μm, respectively) or ozone (O3) and hospital admissions for respiratory illnesses. RESULTS: We found for CO, NO2, PM10 and PM2.5 adverse relationships to respiratory admissions while effect strength and lag depended on the pollutant and on the disease group. By trend, in 1-pollutant models most adverse pollutants were CO and PM10 followed by PM2.5, while in 2-pollutant models effects of NO2 persisted in most cases whereas other effects weakened and significant effects remain for PM2.5, only. In addition the strongest effects seemed to be immediate or with a delay of up to one day, but effects were found until day 7, too. Adverse effects of ozone could not be detected. CONCLUSIONS: Taking case numbers and effect strength of all cardiovascular diseases into account, mitigation measures should address all pollutants especially CO, NO2, and PM10.","https://pubmed.ncbi.nlm.nih.gov/25244038/","","","","","","","","","","","",""
"LBL-100","27581332","10.1590/1516-3180.2015.0237250216","Air pollution and respiratory diseases: ecological time series.","CONTEXT AND OBJECTIVE: Exposure to air pollutants is one of the factors responsible for hospitalizations due to respiratory diseases. The objective here was to estimate the effect of exposure to particulate matter (such as PM2.5) on hospitalizations due to certain respiratory diseases among residents in Volta Redonda (RJ). DESIGN AND SETTING: Ecological time series study using data from Volta Redonda (RJ). METHODS: Data on hospital admissions among residents of Volta Redonda (RJ), between January 1, 2012, and December 31, 2012, due to pneumonia, acute bronchitis, bronchiolitis and asthma, were analyzed. Daily data on PM2.5 concentrations were estimated through the CCATT-BRAMS model. The generalized additive Poisson regression model was used, taking the daily number of hospitalizations to be the dependent variable and the PM2.5 concentration to be the independent variable, with adjustment for temperature, relative humidity, seasonality and day of the week, and using lags of zero to seven days. Excess hospitalization and its cost were calculated in accordance with increases in PM2.5 concentration of 5 µg/m3. RESULTS: There were 752 hospitalizations in 2012; the average concentration of PM2.5 was 17.2 µg/m3; the effects of exposure were significant at lag 2 (RR = 1.017), lag 5 (RR = 1.022) and lag 7 (RR = 1,020). A decrease in PM2.5 concentration of 5 µg/m3 could reduce admissions by up to 76 cases, with a decrease in spending of R$ 84,000 a year. CONCLUSION: The findings from this study provide support for implementing public health policies in this municipality, which is an important steelmaking center. CONTEXTO E OBJETIVO:: A exposição aos poluentes do ar é um dos fatores responsáveis por internações por doenças respiratórias; o objetivo foi estimar o efeito da exposição a material particulado (como PM2,5) sobre as hospitalizações devido a certas doenças respiratórias em moradores de Volta Redonda (RJ). TIPO DE ESTUDO E LOCAL:: Estudo ecológico de séries temporais utilizando dados de Volta Redonda (RJ). MÉTODOS:: Foram analisados dados de internação hospitalar, entre 1 de janeiro de 2012 e 31 de dezembro de 2012, devida a pneumonia, bronquite aguda, bronquiolite e asma, em residentes em Volta Redonda (RJ), e dados diários das concentrações de PM2,5 obtidos a partir do modelo CCATT-BRAMS. Utilizou-se o modelo aditivo generalizado de regressão de Poisson, sendo o número diário de internações a variável dependente e a concentração PM2,5 a variável independente, ajustado para temperatura, umidade relativa, sazonalidade e dia da semana e defasagens entre zero e sete dias. Excesso de internação hospitalar e seu custo, de acordo com o aumento de 5 ug/m3 na concentração de PM2,5, foram calculados. RESULTADOS:: Ocorreram 752 internações em 2012; a concentração média de PM2,5 foi de 17,2 ug/m3; os efeitos da exposição foram significativos em lag 2 (RR = 1,017), lag 5 (RR = 1,022) e lag 7 (RR = 1,020). A redução em 5 ug/m3 na concentração de PM2,5 poderia reduzir até 76 casos as internações com diminuição nos gastos de R$ 84 mil/ano. CONCLUSÃO:: Os achados deste estudo fornecem subsídios para implantar políticas públicas de saúde neste município, que é importante polo siderúrgico.","https://pubmed.ncbi.nlm.nih.gov/27581332/","","","","","","","","","","","",""
