labeling_id,pmid,doi,year,journal,title,abstract,url,labeler2_decision,labeler2_confidence,labeler2_rationale,labeler2_criteria_failed
LBL-024,28532658,10.1016/j.amepre.2017.03.020,2017,American journal of preventive medicine,Secondhand Smoke Exposure and Pediatric Healthcare Visits and Hospitalizations.,"INTRODUCTION: This study assessed the relationship between secondhand smoke exposure (SHSe) as measured by serum cotinine and healthcare utilization among children. METHODS: In 2016, the 2009-2012 National Health and Nutrition Examination Survey data were analyzed including 4,985 children aged 3-19 years. Associations between SHSe and having a routine place for healthcare, type of place, and hospital utilization were examined using logistic regression models. Poisson regression analyses assessed the relationship between SHSe and number of hospital admissions. Relationships between SHSe and acute care visits and hospital utilization were examined among asthmatic children. RESULTS: SHSe level did not differ by having a routine place for healthcare, although children with high SHSe indicative of active smoking (cotinine ≥3 ng/mL) were 3.49 times (95% CI=1.77, 6.89) more likely to use an emergency department. Children with high SHSe were 2.85 times (95% CI=1.87, 4.34) more likely to have had an overnight hospital stay. Children with high SHSe had 2.05 times (95% CI=1.46, 2.87) the risk of having a higher number of hospital admissions for overnight stays versus children with no SHSe (cotinine <0.05 ng/mL). Among asthmatic children, those with high SHSe and low SHSe (cotinine 0.05-2.99 ng/mL) were more likely to have an acute care visit, overnight hospital stay, and higher number of hospital admissions than asthmatic children with no SHSe. CONCLUSIONS: High SHSe is associated with increased healthcare utilization. The emergency department and inpatient settings are important venues in which to routinely offer cessation and SHSe reduction interventions.",https://pubmed.ncbi.nlm.nih.gov/28532658/,EXCLUDE,HIGH,"NAO É MP2,5",2
LBL-025,34566522,10.1155/2021/8881390,2021,TheScientificWorldJournal,"Associations of Air Pollution and Pediatric Asthma in Cleveland, Ohio.","Air pollution has been associated with poor health outcomes and continues to be a risk factor for respiratory health in children. While higher particulate matter (PM) levels are associated with increased frequency of symptoms, lower lung function, and increase airway inflammation from asthma, the precise composition of the particles that are more highly associated with poor health outcomes or healthcare utilization are not fully elucidated. PM is measured quantifiably by current air pollution monitoring systems. To better determine sources of PM and speciation of such sources, a particulate matter (PM) source apportionment study, the Cleveland Multiple Air Pollutant Study (CMAPS), was conducted in Cleveland, Ohio, in 2009-2010, which allowed more refined assessment of associations with health outcomes. This article presents an evaluation of short-term (daily) and long-term associations between motor vehicle and industrial air pollution components and pediatric asthma emergency department (ED) visits by evaluating two sets of air quality data with healthcare utilization for pediatric asthma. Exposure estimates were developed using land use regression models for long-term exposures for nitrogen dioxide (NO2) and coarse (i.e., with aerodynamic diameters between 2.5 and 10 μm) particulate matter (PM) and the US EPA Positive Matrix Factorization receptor model for short-term exposures to fine (<2.5 μm) and coarse PM components. Exposure metrics from these two approaches were used in asthma ED visit prevalence and time series analyses to investigate seasonal-averaged short- and long-term impacts of both motor vehicles and industry emissions. Increased pediatric asthma ED visits were found for LUR coarse PM and NO2 estimates, which were primarily contributed by motor vehicles. Consistent, statistically significant associations with pediatric asthma visits were observed, with short-term exposures to components of fine and coarse iron PM associated with steel production. Our study is the first to combine spatial and time series analysis of ED visits for asthma using the same periods and shows that PM related to motor vehicle emissions and iron/steel production are associated with increased pediatric asthma visits.",https://pubmed.ncbi.nlm.nih.gov/34566522/,EXCLUDE,MEDIUM,SEM IC 95% CLARO,5
LBL-026,22156960,10.1136/thoraxjnl-2011-200324,2012,Thorax,Coarse and fine particles but not ultrafine particles in urban air trigger hospital admission for asthma in children.,"BACKGROUND: Short-term exposure to air pollution can trigger hospital admissions for asthma in children, but it is not known which components of air pollution are most important. There are no available studies on the particular effect of ultrafine particles (UFPs) on paediatric admissions for asthma. AIM: To study whether short-term exposure to air pollution is associated with hospital admissions for asthma in children. It is hypothesised that (1) the association between asthma admissions and air pollution is stronger with UFPs than with coarse (PM10) and fine (PM2.5) particles, nitrogen oxides (NOx) or nitrogen dioxide (NO2); and (2) infants are more susceptible to the effects of exposure to air pollution than older children. METHOD: Daily counts of admissions for asthma in children aged 0-18 years to hospitals located within a 15 km radius of the central fixed background urban air pollution measurement station in Copenhagen between 2001 and 2008 were extracted from the Danish National Patient Registry. A time-stratified case crossover design was applied and data were analysed using conditional logistic regression to estimate the effect of air pollution on asthma admissions. RESULTS: A significant association was found between hospital admissions for asthma in children aged 0-18 years and NOx (OR 1.11; 95% CI 1.05 to 1.17), NO2 (1.10; 95% CI 1.04 to 1.16), PM10 (1.07; 95% CI 1.03 to 1.12) and PM2.5 (1.09; 95% CI 1.04 to 1.13); there was no association with UFPs. The association was stronger in infants than in older children for all pollutants, but no statistically significant interaction was detected. CONCLUSION: Short-term exposure to air pollution can trigger hospital admission for asthma in children, with infants possibly being most susceptible. These effects seemed to be mediated by larger particles and traffic-related gases, whereas UFPs showed no effect.",https://pubmed.ncbi.nlm.nih.gov/22156960/,INCLUDE,HIGH,"ESTUDO-MP2,5-CASE CROSSOVER-ASMA-IC 95%-INGLÊS",0
LBL-027,40300246,10.1016/j.ijheh.2025.114587,2025,International journal of hygiene and environmental health,Long-term exposure to criteria air pollutants and infant mortality: a systematic review and meta-analysis.,"AIM: We conducted a systematic review/meta-analysis for epidemiologic evidence of the association between long-term criteria air pollution (nitrogen dioxide (NO2), sulfur dioxide (SO2), coarse particulate matter (PM10), fine particulate matter (PM2.5), ozone (O3), carbon monoxide (CO)) exposure and all-cause, respiratory, and sudden infant death syndrome (SIDS) infant mortality. METHODS: Studies were identified through PubMed/Web of Science databases using comprehensive search terms, then screened using predefined criteria. For studies eligible for inclusion in meta-analyses, we applied a systematic rubric for evaluating study quality across domains: participant selection, outcome, exposure, confounding, analysis, selective reporting, sensitivity, overall quality. When ≥3 eligible studies provided effect estimates, we performed meta-analyses to estimate pooled odds ratios (ORs) and 95% confidence intervals (95% CI) for air pollutants and infant mortality. RESULTS: Of the 701 initial studies, we excluded 678 studies in the abstract screening and full text screening phases, leaving 23 studies for inclusion. Four studies included extractable effect estimates for PM10 and seven for PM2.5. We could not conduct meta-analyses for CO, O3, NO2, or SO2 because each had <3 eligible studies. The pooled OR (95% CI) for a 10-μg/m3 increase in PM10 concentration was 1.04 (1.02, 1.06) for all-cause, 1.11 (1.02, 1.21) for respiratory, and 1.05 (0.98, 1.13) for SIDS infant mortality. The pooled OR for a 5-μg/m3 increase in PM2.5 concentration was 1.02 (0.98, 1.05) for all-cause, 0.83 (0.30, 2.27) for respiratory, and 0.97 (0.88, 1.08) for SIDS infant mortality. CONCLUSIONS: Long-term exposure to PM10 is associated with all-cause and respiratory infant mortality across studies.",https://pubmed.ncbi.nlm.nih.gov/40300246/,EXCLUDE,HIGH,SYSTEMATIC REVIEW E META ANALYSIS,1
LBL-028,32609172,10.1590/0102-311X00246118,2020,Cadernos de saude publica,"[Effect of the substitution of heating technology on PM 2.5 levels and number of hospitalizations for acute respiratory conditions in Coyhaique, Chile].","Coyhaique (Southern Chile) is one of the most polluted cities in the Americas due to the burning of firewood. In 2016, a mass substitution of residential heating technology was launched to decrease the air concentrations of particulate matter in the winter. Based on time series analyses, the article discusses the effect of this measure on PM2.5 levels and hospitalizations for acute respiratory conditions in individuals under 15 years of age. Coyhaique, en el sur de Chile, es una de las ciudades más contaminadas de América, debido a la quema de leña. En 2016, se lanzó una sustitución masiva de la tecnología de calefacción residencial para disminuir las concentraciones de partículas de aire en el invierno. Basado en análisis de series de tiempo, el artículo analiza el efecto de esta medida en los niveles de MP2,5 y en las hospitalizaciones por afecciones respiratorias agudas en personas menores de 15 años. Coyhaique, no sul de Chile, é uma das cidades mais poluídas devido a queima de lenha nas Américas. Em 2016 se deu início a uma massiva substituição da tecnologia de aquecimento do interior das vivendas para diminuir as concentrações atmosféricas de material particulado no inverno. Através de análises de séries temporais, o artigo discute o efeito desta medida nos níveis de MP2,5 e nas internações por urgências respiratórias em menores de 15 anos.",https://pubmed.ncbi.nlm.nih.gov/32609172/,EXCLUDE,HIGH,SEM IC 95%-NÃO É EM INGLÊS,"5,6"
LBL-029,23314899,10.1183/09031936.00128712,2013,The European respiratory journal,Air pollution and multiple acute respiratory outcomes.,"Short-term effects of air pollutants on respiratory mortality and morbidity have been consistently reported but usually studied separately. To more completely assess air pollution effects, we studied hospitalisations for respiratory diseases together with out-of-hospital respiratory deaths. A time-stratified case-crossover study was carried out in six Italian cities from 2001 to 2005. Daily particulate matter (particles with a 50% cut-off aerodynamic diameter of 10 μm (PM10)) and nitrogen dioxide (NO2) associations with hospitalisations for respiratory diseases (n = 100 690), chronic obstructive pulmonary disease (COPD) (n = 38 577), lower respiratory tract infections (LRTI) among COPD patients (n = 9886) and out-of-hospital respiratory deaths (n = 5490) were estimated for residents aged ≥35 years. For an increase of 10 μg·m(-3) in PM10, we found an immediate 0.59% (lag 0-1 days) increase in hospitalisations for respiratory diseases and a 0.67% increase for COPD; the 1.91% increase in LRTI hospitalisations lasted longer (lag 0-3 days) and the 3.95% increase in respiratory mortality lasted 6 days. Effects of NO2 were stronger and lasted longer (lag 0-5 days). Age, sex and previous ischaemic heart disease acted as effect modifiers for different outcomes. Analysing multiple rather than single respiratory events shows stronger air pollution effects. The temporal relationship between the pollutant increases and hospitalisations or mortality for respiratory diseases differs.",https://pubmed.ncbi.nlm.nih.gov/23314899/,EXCLUDE,HIGH,MP10,2
LBL-030,21569371,10.1186/1476-069X-10-36,2011,Environmental health : a global access science source,Implications of different approaches for characterizing ambient air pollutant concentrations within the urban airshed for time-series studies and health benefits analyses.,"BACKGROUND: In time-series studies of the health effects of urban air pollutants, decisions must be made about how to characterize pollutant levels within the airshed. METHODS: Emergency department visits for pediatric asthma exacerbations were collected from Atlanta hospitals. Concentrations of carbon monoxide, nitrogen dioxide, ozone, sulfur dioxide, particulate matter less than 10 microns in diameter (PM10), particulate matter less than 2.5 microns in diameter (PM2.5), and the PM2.5 components elemental carbon, organic carbon, and sulfate were obtained from networks of ambient air quality monitors. For each pollutant we created three different daily metrics. For one metric we used the measurements from a centrally-located monitor; for the second we averaged measurements across the network of monitors; and for the third we estimated the population-weighted average concentration using an isotropic spatial model. Rate ratios for each of the metrics were estimated from time-series models. RESULTS: For pollutants with relatively homogeneous spatial distributions we observed only small differences in the rate ratio across the three metrics. Conversely, for spatially heterogeneous pollutants we observed larger differences in the rate ratios. For a given pollutant, the strength of evidence for an association (i.e., chi-square statistics) tended to be similar across metrics. CONCLUSIONS: Given that the chi-square statistics were similar across the metrics, the differences in the rate ratios for the spatially heterogeneous pollutants may seem like a relatively small issue. However, these differences are important for health benefits analyses, where results from epidemiological studies on the health effects of pollutants (per unit change in concentration) are used to predict the health impacts of a reduction in pollutant concentrations. We discuss the relative merits of the different metrics as they pertain to time-series studies and health benefits analyses.",https://pubmed.ncbi.nlm.nih.gov/21569371/,INCLUDE,MEDIUM,"ESTUDO-MP2,5-TIME SERIES-ASMA-RR-INGLÊS",0
LBL-031,26219103,10.1289/ehp.1409164,2016,Environmental health perspectives,Desert Dust Outbreaks in Southern Europe: Contribution to Daily PM₁₀ Concentrations and Short-Term Associations with Mortality and Hospital Admissions.,"BACKGROUND: Evidence on the association between short-term exposure to desert dust and health outcomes is controversial. OBJECTIVES: We aimed to estimate the short-term effects of particulate matter ≤ 10 μm (PM10) on mortality and hospital admissions in 13 Southern European cities, distinguishing between PM10 originating from the desert and from other sources. METHODS: We identified desert dust advection days in multiple Mediterranean areas for 2001-2010 by combining modeling tools, back-trajectories, and satellite data. For each advection day, we estimated PM10 concentrations originating from desert, and computed PM10 from other sources by difference. We fitted city-specific Poisson regression models to estimate the association between PM from different sources (desert and non-desert) and daily mortality and emergency hospitalizations. Finally, we pooled city-specific results in a random-effects meta-analysis. RESULTS: On average, 15% of days were affected by desert dust at ground level (desert PM10 > 0 μg/m3). Most episodes occurred in spring-summer, with increasing gradient of both frequency and intensity north-south and west-east of the Mediterranean basin. We found significant associations of both PM10 concentrations with mortality. Increases of 10 μg/m3 in non-desert and desert PM10 (lag 0-1 days) were associated with increases in natural mortality of 0.55% (95% CI: 0.24, 0.87%) and 0.65% (95% CI: 0.24, 1.06%), respectively. Similar associations were estimated for cardio-respiratory mortality and hospital admissions. CONCLUSIONS: PM10 originating from the desert was positively associated with mortality and hospitalizations in Southern Europe. Policy measures should aim at reducing population exposure to anthropogenic airborne particles even in areas with large contribution from desert dust advections. CITATION: Stafoggia M, Zauli-Sajani S, Pey J, Samoli E, Alessandrini E, Basagaña X, Cernigliaro A, Chiusolo M, Demaria M, Díaz J, Faustini A, Katsouyanni K, Kelessis AG, Linares C, Marchesi S, Medina S, Pandolfi P, Pérez N, Querol X, Randi G, Ranzi A, Tobias A, Forastiere F, MED-PARTICLES Study Group. 2016. Desert dust outbreaks in Southern Europe: contribution to daily PM10 concentrations and short-term associations with mortality and hospital admissions. Environ Health Perspect 124:413-419; http://dx.doi.org/10.1289/ehp.1409164.",https://pubmed.ncbi.nlm.nih.gov/26219103/,EXCLUDE,HIGH,MP10,2
LBL-032,26232212,10.1016/j.scitotenv.2015.06.056,2015,The Science of the total environment,Air pollution and cardiovascular and respiratory emergency visits in Central Arkansas: A time-series analysis.,"BACKGROUND: Heart disease and stroke mortality and morbidity rates in Arkansas are among the highest in the U.S. While the effect of air pollution on cardiovascular health was identified in traffic-dominated metropolitan areas, there is a lack of studies for populations with variable exposure profiles, demographic and disease characteristics. OBJECTIVE: Determine the short-term effects of air pollution on cardiovascular and respiratory morbidity in the stroke and heart failure belt. METHODS: We investigated the associations of fine particles and ozone with respiratory and cardiovascular emergency room visits during the 2002-2012 period for adults in Central Arkansas using Poisson generalized models adjusted for temporal, seasonal and meteorological effects. We evaluated sensitivity of the associations to mutual pollutant adjustment and effect modification patterns by sex, age, race and season. RESULTS: We found effects on cardiovascular and respiratory emergencies for PM2.5 (1.52% [95% (confidence interval) CI: -1.10%, 4.20%]; 1.45% [95%CI: -2.64%, 5.72%] per 10 μg/m3) and O3 (0.93% [95%CI: -0.87%, 2.76%]; 0.76 [95%CI: -1.92%, 3.52%] per 10 ppbv) during the cold period (October-March). The effects were stronger among whites, except for the respiratory effects of O3 that were higher among Blacks/African-Americans. Effect modification patterns by age and sex differed by association. Both pollutants were associated with increases in emergency room visits for hypertension, heart failure and asthma. Effects on cardiovascular and respiratory emergencies were observed during the cold period when particulate matter was dominated by secondary nitrate and wood burning. CONCLUSION: Outdoor particulate pollution during winter had an effect on cardiovascular morbidity in central Arkansas, the region with high stroke and heart disease incidence rates.",https://pubmed.ncbi.nlm.nih.gov/26232212/,INCLUDE,HIGH,"ESTUDO-MP2,5-TIME SERIES-ASMA-IC 95%-INGLÊS",0
LBL-033,31787180,10.1016/j.jes.2019.05.015,2019,Journal of environmental sciences (China),Association of emergency room visits for respiratory diseases with sources of ambient PM,"Previous studies have reported associations of short-term exposure to different sources of ambient fine particulate matter (PM2.5) and increased mortality or hospitalizations for respiratory diseases. Few studies, however, have focused on the short-term effects of source-specific PM2.5 on emergency room visits (ERVs) of respiratory diseases. Source apportionment for PM2.5 was performed with Positive Matrix Factorization (PMF) and generalized additive model was applied to estimate associations between source-specific PM2.5 and respiratory disease ERVs. The association of PM2.5 and total respiratory ERVs was found on lag4 (RR = 1.011, 95%CI: 1.002, 1.020) per interquartile range (76 μg/m3) increase. We found PM2.5 to be significantly associated with asthma, bronchitis and chronic obstructive pulmonary disease (COPD) ERVs, with the strongest effects on lag5 (RR = 1.072, 95%CI: 1.024, 1.119), lag4 (RR = 1.104, 95%CI: 1.032, 1.176) and lag3 (RR = 1.091, 95%CI: 1.047, 1.135), respectively. The estimated effects of PM2.5 changed little after adjusting for different air pollutants. Six primary PM2.5 sources were identified using PMF analysis, including dust/soil (6.7%), industry emission (4.5%), secondary aerosols (30.3%), metal processing (3.2%), coal combustion (37.5%) and traffic-related source (17.8%). Some of the sources were identified to have effects on ERVs of total respiratory diseases (dust/soil, secondary aerosols, metal processing, coal combustion and traffic-related source), bronchitis ERVs (dust/soil) and COPD ERVs (traffic-related source, industry emission and secondary aerosols). Different sources of PM2.5 contribute to increased risk of respiratory ERVs to different extents, which may provide potential implications for the decision making of air quality related policies, rational emission control and public health welfare.",https://pubmed.ncbi.nlm.nih.gov/31787180/,INCLUDE,HIGH,"ESTUDO-MP2,5-CASE CROSSOVER-DPOC-IC 95%-INGLES",0
LBL-034,32760064,10.1371/journal.pmed.1003188,2020,PLoS medicine,Ambient air pollution and cause-specific risk of hospital admission in China: A nationwide time-series study.,"BACKGROUND: The impacts of air pollution on circulatory and respiratory systems have been extensively studied. However, the associations between air pollution exposure and the risk of noncommunicable diseases of other organ systems, including diseases of the digestive, musculoskeletal, and genitourinary systems, remain unclear or inconclusive. We aimed to systematically assess the associations between short-term exposure to main air pollutants (fine particulate matter [PM2.5] and ozone) and cause-specific risk of hospital admission in China over a wide spectrum of human diseases. METHODS AND FINDINGS: Daily data on hospital admissions for primary diagnosis of 14 major and 188 minor disease categories in 252 Chinese cities (107 cities in North China and 145 cities in South China) from January 1, 2013, to December 31, 2017, were obtained from the Hospital Quality Monitoring System of China (covering 387 hospitals in North China and 614 hospitals in South China). We applied a 2-stage analytic approach to assess the associations between air pollution and daily hospital admissions. City-specific associations were estimated with quasi-Poisson regression models and then pooled by random-effects meta-analyses. Each disease category was analyzed separately, and the P values were adjusted for multiple comparisons. A total of 117,338,867 hospital admissions were recorded in the study period. Overall, 51.7% of the hospitalized cases were male, and 71.3% were aged <65 years. Robust positive associations were found between short-term PM2.5 exposure and hospital admissions for 7 major disease categories: (1) endocrine, nutritional, and metabolic diseases; (2) nervous diseases; (3) circulatory diseases; (4) respiratory diseases; (5) digestive diseases; (6) musculoskeletal and connective tissue diseases; and (7) genitourinary diseases. For example, a 10-μg/m3 increase in PM2.5 was associated with a 0.21% (95% CI 0.15% to 0.27%; adjusted P < 0.001) increase in hospital admissions for diseases of the digestive system on the same day in 2-pollutant models (adjusting for ozone). There were 35 minor disease categories significantly positively associated with same-day PM2.5 in both single- and 2-pollutant models, including diabetes mellitus, anemia, intestinal infection, liver diseases, gastrointestinal hemorrhage, renal failure, urinary tract calculus, chronic ulcer of skin, and back problems. The association between short-term ozone exposure and respiratory diseases was robust. No safety threshold in the exposure-response relationships between PM2.5 and hospital admissions was observed. The main limitations of the present study included the unavailability of data on personal air pollution exposures. CONCLUSIONS: In the Chinese population during 2013-2017, short-term exposure to air pollution, especially PM2.5, was associated with increased risk of hospitalization for diseases of multiple organ systems, including certain diseases of the digestive, musculoskeletal, and genitourinary systems; many of these associations are important but still not fully recognized. The effect estimates and exposure-response relationships can inform policy making aimed at protecting public health from air pollution in China.",https://pubmed.ncbi.nlm.nih.gov/32760064/,INCLUDE,MEDIUM,"ESTUDO-MP2,5-TIME SERIES-HOSPITAL-IC 95%-INGLÊS",0
LBL-035,35661917,10.1007/s00420-022-01887-z,2022,International archives of occupational and environmental health,"Association between air pollution and hospital admissions for chronic respiratory disease in people aged over 65 years: a time series analysis in Ningbo, China, 2015-2017.","PURPOSE: To provide essential information of environmental triggers leading to CRD. METHODS: We investigated the short-term effects of ambient air pollutants on CRD-related hospitalizations in people aged ≥ 65 years in Ningbo. Data on 23,610 cases of CRD requiring hospitalization were collected from January 2015 to August 2017. After adjusting for temporal trends, seasonality, meteorological conditions, day of week (DOW), and public holidays, we used generalized additive Poisson distribution models to calculate the excess risks (ERs) and 95% confidence intervals (95% CIs) of CRD related hospitalizations. RESULTS: Our results showed that fine particulate matter (PM2.5), inhalable particulate matter (PM10), sulfur dioxide (SO2), nitrogen dioxide (NO2), and carbon monoxide (CO) were associated with CRD-related hospitalizations in people aged ≥ 65 years. We observed that each 10 μg/m3 increase (except for each 0.1 mg/m3 increase in CO) in the concentration of air pollutants, the percentage of CRD-related hospitalizations due to PM2.5, PM10, and SO2 exposure at lag 07, NO2 exposure at lag 03, and CO exposure at lag 0 increased by 2.13% (95% CI: 0.55%, 3.74%), 1.76% (95% CI: 0.70%, 2.83%), 8.24% (95% CI: 0.92%, 16.09%), 2.16% (95% CI: 0.26%, 4.05%), and 1.19% (95% CI: 0.26%, 2.12%), respectively. In addition, we found stronger effects of particulate matter in 75-84 years age group, on warmer days, and in asthmatics. CONCLUSION: In conclusion, air pollution may have adverse effects on CRD-related hospitalizations among people aged ≥ 65 years in Ningbo. Therefore, public health measures should be taken to improve air quality.",https://pubmed.ncbi.nlm.nih.gov/35661917/,INCLUDE,HIGH,"ESTUDO-MP2,5-TIME SERIES-DRC-IC 95%-INGLÊS",0
LBL-036,34574538,10.3390/ijerph18189617,2021,International journal of environmental research and public health,Ambient PM,"Evidence of associations between exposure to ambient air pollution and health outcomes are sparse in the South Asian region due to limited air pollution exposure and quality health data. This study investigated the potential impacts of ambient particulate matter (PM) on respiratory disease hospitalization in Kandy, Sri Lanka for the year 2019. The Generalized Additive Model (GAM) was applied to estimate the short-term effect of ambient PM on respiratory disease hospitalization. As the second analysis, respiratory disease hospitalizations during two distinct air pollution periods were analyzed. Each 10 μg/m3 increase in same-day exposure to PM2.5 and PM10 was associated with an increased risk of respiratory disease hospitalization by 1.95% (0.25, 3.67) and 1.63% (0.16, 3.12), respectively. The effect of PM2.5 or PM10 on asthma hospitalizations were 4.67% (1.23, 8.23) and 4.04% (1.06, 7.11), respectively (p < 0.05). The 65+ years age group had a higher risk associated with PM2.5 and PM10 exposure and hospital admissions for all respiratory diseases on the same day (2.74% and 2.28%, respectively). Compared to the lower ambient air pollution period, higher increased hospital admissions were observed among those aged above 65 years, males, and COPD and pneumonia hospital admissions during the high ambient air pollution period. Active efforts are crucial to improve ambient air quality in this region to reduce the health effects.",https://pubmed.ncbi.nlm.nih.gov/34574538/,INCLUDE,MEDIUM,"ESTUDO-MP2,5-TIME SERIES-RESPIRATÓRIO-IC 95% SUBENTENDIDO-INGLÊS",0
LBL-037,35073244,10.1164/rccm.202107-1596OC,2022,American journal of respiratory and critical care medicine,Air Pollutants and Asthma Hospitalization in the Medicaid Population.,"Rationale: Risk of asthma hospitalization and its disparities associated with air pollutant exposures are less clear within socioeconomically disadvantaged populations, particularly at low degrees of exposure. Objectives: To assess effects of short-term exposures to fine particulate matter (particulate matter with an aerodynamic diameter of ⩽2.5 μm [PM2.5]), warm-season ozone (O3), and nitrogen dioxide (NO2) on risk of asthma hospitalization among national Medicaid beneficiaries, the most disadvantaged population in the United States, and to test whether any subpopulations were at higher risk. Methods: We constructed a time-stratified case-crossover dataset among 1,627,002 hospitalizations during 2000-2012 and estimated risk of asthma hospitalization associated with short-term PM2.5, O3, and NO2 exposures. We then restricted the analysis to hospitalizations with degrees of exposure below increasingly stringent thresholds. Furthermore, we tested effect modifications by individual- and community-level characteristics. Measurements and Main Results: Each 1-μg/m3 increase in PM2.5, 1-ppb increase in O3, and 1-ppb increase in NO2 was associated with 0.31% (95% confidence interval [CI], 0.24-0.37%), 0.10% (95% CI, 0.05 - 0.15%), and 0.28% (95% CI, 0.24 - 0.32%) increase in risk of asthma hospitalization, respectively. Low-level PM2.5 and NO2 exposures were associated with higher risk. Furthermore, beneficiaries with only one asthma hospitalization during the study period or in communities with lower population density, higher average body mass index, longer distance to the nearest hospital, or greater neighborhood deprivation experienced higher risk. Conclusions: Short-term air pollutant exposures increased risk of asthma hospitalization among Medicaid beneficiaries, even at concentrations well below national standards. The subgroup differences suggested individual and contextual factors contributed to asthma disparities under effects of air pollutant exposures.",https://pubmed.ncbi.nlm.nih.gov/35073244/,INCLUDE,HIGH,"ESTUDO-MP2,5-CASE CROSSOVER-ASMA-IC 95%-INGLÊS",0
LBL-038,39520750,10.1016/j.ecoenv.2024.117289,2024,Ecotoxicology and environmental safety,Ambient air pollution and hospital admission for interstitial lung diseases: A multicenter hospital-based case-crossover study.,"Interstitial lung diseases (ILDs) lead to increased morbidity and premature deaths, imposing a significant burden on public health worldwide. Recently, several studies have linked ambient air pollution with the acute exacerbation of certain ILDs, but the evidence remains limited and inconclusive. With a multicenter hospital-based case-crossover design, we investigated 9128 patients who resided in Jiangsu province, China, and were admitted for ILDs between 2019 and 2022. Residential exposure to particulate matter with an aerodynamic diameter ≤ 2.5 µm (PM2.5), PM10, sulfur dioxide (SO2), nitrogen dioxide (NO2), carbon monoxide (CO), and ozone (O3) was assessed using our validated grid datasets. We fitted conditional logistic regression models to examine associations of exposure to air pollutants with ILD admission. A 10 µg/m3 increment of exposure to SO2 and NO2 was positively associated with a 16.18 % (95 % confidence interval [CI]: 3.79 %, 30.03 %) and 4.06 % (0.75 %, 7.49 %) increase in odds of ILD admission, respectively. All these associations appeared to be linear and the association of SO2 exposure was significantly stronger among older adults. We estimated that over 10 % of ILD admissions could be attributable to exposure to SO2 and NO2. This study provides compelling evidence on the association of exposure to ambient air pollutants (including SO2 and NO2) with an increased odds of ILD hospitalizations. Our findings indicate that SO2 and NO2 exposures can lead to the exacerbation of ILDs, especially in elderly, and that the disease burden is considerable.",https://pubmed.ncbi.nlm.nih.gov/39520750/,INCLUDE,MEDIUM,"ESTUDO-MP2,5-CASE CROSSOVER-RESPIRATÓRIO-IC 95% NAO SIGNIFICATIVO MP2,5-INGLÊS",0
LBL-039,30698228,10.1590/1414-431X20188130,2019,Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologica,Effects of exposure to fine particulate matter in elderly hospitalizations due to respiratory diseases in the South of the Brazilian Amazon.,"Exposure to air pollution is an important cause of hospital admissions due to respiratory diseases. Nevertheless, few studies use pollutant concentration data estimated by mathematical models. A time-series ecological study was developed, using data from hospitalizations due to respiratory diseases in people over 60 years of age, residents of Cuiabá, Brazil, during 2012, obtained from the Brazilian Ministry of Health. The independent variables were the concentrations of fine particulate matter (PM2.5) and carbon monoxide (CO) estimated by mathematical modeling, minimum temperature, and relative humidity (obtained from the Brazilian Meteorological Agency), and the number of forest fires. The generalized linear regression model of Poisson was used, with lags of 0 to 7 days. The coefficients obtained were transformed into relative risk of hospitalization, with respective 95% confidence intervals; alpha=5% was adopted. In that year, 591 hospitalizations were evaluated, with a daily average of 1.61 (SD=1.49), the PM2.5 average concentration was 15.7 µg/m3, and the CO average concentration was 144.2 ppb. Significant associations between exposure to these contaminants and hospitalizations in lags 3 and 4 in 2012 were observed. There was a hospitalization risk increase of 31.8%, with an increase of 3.5 µg/m3 of PM2.5 concentrations and an increase of 188 in the total number of hospitalizations, with an expense of more than ≈US$ 96,000 for the Brazilian Public Health System. This study provided information on the cost of air pollution to the health system and the feasibility of using a mathematical model to estimate environmental concentration of air pollutants.",https://pubmed.ncbi.nlm.nih.gov/30698228/,INCLUDE,HIGH,"ESTUDO-MP2,5-TIME SERIES-HOSPITAL-IC 95%-INGLÊS",0
