labeling_id,pmid,doi,year,journal,title,abstract,url,labeler2_decision_v12,labeler2_confidence_v12,labeler2_rationale_v12,labeler2_criteria_failed_v12
LBL-047,25776011,10.1093/aje/kwu305,2015,American journal of epidemiology,Ensemble-based source apportionment of fine particulate matter and emergency department visits for pediatric asthma.,"Epidemiologic studies utilizing source apportionment (SA) of fine particulate matter have shown that particles from certain sources might be more detrimental to health than others; however, it is difficult to quantify the uncertainty associated with a given SA approach. In the present study, we examined associations between source contributions of fine particulate matter and emergency department visits for pediatric asthma in Atlanta, Georgia (2002-2010) using a novel ensemble-based SA technique. Six daily source contributions from 4 SA approaches were combined into an ensemble source contribution. To better account for exposure uncertainty, 10 source profiles were sampled from their posterior distributions, resulting in 10 time series with daily SA concentrations. For each of these time series, Poisson generalized linear models with varying lag structures were used to estimate the health associations for the 6 sources. The rate ratios for the source-specific health associations from the 10 imputed source contribution time series were combined, resulting in health associations with inflated confidence intervals to better account for exposure uncertainty. Adverse associations with pediatric asthma were observed for 8-day exposure to particles generated from diesel-fueled vehicles (rate ratio = 1.06, 95% confidence interval: 1.01, 1.10) and gasoline-fueled vehicles (rate ratio = 1.10, 95% confidence interval: 1.04, 1.17).",https://pubmed.ncbi.nlm.nih.gov/25776011/,INCLUDE,HIGH,"ESTUDO, MP2.5, ASMA, TIME SERIES, IC95% PARA FONTE DE MP2.5, INGLÊS",
LBL-051,22266709,10.1289/ehp.1104002,2012,Environmental health perspectives,Effects of coarse particulate matter on emergency hospital admissions for respiratory diseases: a time-series analysis in Hong Kong.,"BACKGROUND: Many epidemiological studies have linked daily counts of hospital admissions to particulate matter (PM) with an aerodynamic diameter ≤ 10 μm (PM10) and ≤ 2.5 μm (PM2.5), but relatively few have investigated the relationship of hospital admissions with coarse PM (PMc; 2.5-10 μm aerodynamic diameter). OBJECTIVES: We conducted this study to estimate the health effects of PMc on emergency hospital admissions for respiratory diseases in Hong Kong after controlling for PM2.5 and gaseous pollutants. METHODS: We conducted a time-series analysis of associations between daily emergency hospital admissions for respiratory diseases in Hong Kong from January 2000 to December 2005 and daily PM2.5 and PMc concentrations. We estimated PMc concentrations by subtracting PM2.5 from PM10 measurements. We used generalized additive models to examine the relationship between PMc (single- and multiday lagged exposures) and hospital admissions adjusted for time trends, weather conditions, influenza outbreaks, PM2.5, and gaseous pollutants (nitrogen dioxide, sulfur dioxide, and ozone). RESULTS: A 10.9-μg/m(3) (interquartile range) increase in the 4-day moving average concentration of PMc was associated with a 1.94% (95% confidence interval: 1.24%, 2.64%) increase in emergency hospital admissions for respiratory diseases that was attenuated but still significant after controlling for PM2.5. Adjusting for gaseous pollutants and altering models assumptions had little influence on PMc effect estimates. CONCLUSION: PMc was associated with emergency hospital admissions for respiratory diseases in Hong Kong independent of PM2.5 and gaseous pollutants. Further research is needed to evaluate health effects of different components of PMc.",https://pubmed.ncbi.nlm.nih.gov/22266709/,EXCLUDE,HIGH,"NÃO MEDE MP2.5, ELE USA COMO FORMA DE CONTROLE, MAS O ESTUDO NÃO É DE MP2.5",2
LBL-056,26522821,10.1016/j.rpped.2015.06.009,2016,Revista paulista de pediatria : orgao oficial da Sociedade de Pediatria de Sao Paulo,[Fine particulate matter estimated by mathematical model and hospitalizations for pneumonia and asthma in children].,"OBJECTIVE:: To estimate the association between exposure to fine particulate matter with an aerodynamic diameter <2.5 microns (PM2.5) and hospitalizations for pneumonia and asthma in children. METHODS:: An ecological study of time series was performed, with daily indicators of hospitalization for pneumonia and asthma in children up to 10 years of age, living in Taubaté (SP) and estimated concentrations of PM2.5, between August 2011 and July 2012. A generalized additive model of Poisson regression was used to estimate the relative risk, with lag zero up to five days after exposure; the single pollutant model was adjusted by the apparent temperature, as defined from the temperature and relative air humidity, seasonality and weekday. RESULTS:: The values of the relative risks for hospitalization for pneumonia and asthma were significant for lag 0 (RR=1.051, 95%CI; 1.016 to 1.088); lag 2 (RR=1.066, 95%CI: 1.023 to 1.113); lag 3 (RR=1.053, 95%CI: 1.015 to 1.092); lag 4 (RR=1.043, 95%CI: 1.004 to 1.088) and lag 5 (RR=1.061, 95%CI: 1.018 to 1.106). The increase of 5mcg/m3 in PM2.5 contributes to increase the relative risk for hospitalization from 20.3 to 38.4 percentage points; however, the reduction of 5µg/m3 in PM2.5 concentration results in 38 fewer hospital admissions. CONCLUSIONS:: Exposure to PM2.5 was associated with hospitalizations for pneumonia and asthma in children younger than 10 years of age, showing the role of fine particulate matter in child health and providing subsidies for the implementation of preventive measures to decrease these outcomes. OBJECTIVE: To estimate the association between exposure to fine particulate matter with an aerodynamic diameter <2.5 microns (PM2.5) and hospitalizations for pneumonia and asthma in children. METHODS: An ecological study of time series was performed, with daily indicators of hospitalization for pneumonia and asthma in children up to 10 years of age, living in Taubaté (SP) and estimated concentrations of PM2.5, between August 2011 and July 2012. A generalized additive model of Poisson regression was used to estimate the relative risk, with lag zero up to five days after exposure; the single pollutant model was adjusted by the apparent temperature, as defined from the temperature and relative air humidity, seasonality and weekday. RESULTS: The values of the relative risks for hospitalization for pneumonia and asthma were significant for lag 0 (RR=1.051, 95%CI; 1.016 to 1.088); lag 2 (RR=1.066, 95%CI: 1.023 to 1.113); lag 3 (RR=1.053, 95%CI: 1.015 to 1.092); lag 4 (RR=1.043, 95%CI: 1.004 to 1.088) and lag 5 (RR=1.061, 95%CI: 1.018 to 1.106). The increase of 5mcg/m(3) in PM2.5 contributes to increase the relative risk for hospitalization from 20.3 to 38.4 percentage points; however, the reduction of 5μg/m(3) in PM2.5 concentration results in 38 fewer hospital admissions. CONCLUSIONS: Exposure to PM2.5 was associated with hospitalizations for pneumonia and asthma in children younger than 10 years of age, showing the role of fine particulate matter in child health and providing subsidies for the implementation of preventive measures to decrease these outcomes.",https://pubmed.ncbi.nlm.nih.gov/26522821/,INCLUDE,HIGH,"ESTUDO, MP2.5, RESPIRATÓRIO, TIME SERIES, IC95%, COM VERSÃO EM INGLÊS",
LBL-059,37980997,10.1016/j.envres.2023.117633,2024,Environmental research,Effect of ambient air pollution on hospital admission for respiratory diseases in Hanoi children during 2007-2019.,"Air pollution poses a threat to children's respiratory health. This study aims to quantify the association between short-term air pollution exposure and respiratory hospital admissions among children in Hanoi, Vietnam, and estimate the population-attributable burden using local data. A case-crossover analysis was conducted based on the individual records where each case is their own control. The health data was obtained from 13 hospitals in Hanoi and air pollution data was collected from four monitoring stations from 2007 to 2019. We used conditional logistic regression to estimate Percentage Change (PC) and 95% Confidence Interval (CI) in odd of hospital admissions per 10 μg/m3 increase in daily average particulate matter (e.g. PM1, PM2.5, PM10), Sulfur Dioxide (SO2), Nitrogen Dioxide (NO2), 8-h maximum Ozone and per 1000 μg/m3 increase in daily mean of Carbon Monoxide (CO). We also calculated the number and fraction of admissions attributed to air pollution in Hanoi by using the coefficient at lag 0. A 10 μg/m3 increase in the concentration of PM10, PM2.5, PM1, SO2, NO2, O3 8-h maximum and 1000 μg/m3 increase in CO concentration was associated with 0.6%, 1.2%, 1.4%, 0.8%, 1.6%, 0.3%, and 1.7% increase in odd of admission for all respiratory diseases among children under 16 years at lag 0-2. All PM metrics and NO2 are associated with childhood admission for pneumonia and bronchitis. Admissions due to asthma and upper respiratory diseases are related to increments in NO2 and CO. For attributable cases, PM2.5 concentrations in Hanoi exceeding the World Health Organization Air Quality Guidelines accounted for 1619 respiratory hospital admissions in Hanoi children in 2019. Our findings show that air pollution has a detrimental impact on the respiratory health of Hanoi children and there will be important health benefits from improved air quality management planning to reduce air pollution in Vietnam.",https://pubmed.ncbi.nlm.nih.gov/37980997/,UNCERTAIN,HIGH,"CITA IC9%, MAS SEM VALORES ",5b
LBL-061,37352580,10.1016/j.envint.2023.108032,2023,Environment international,Impact of ultrafine particles and total particle number concentration on five cause-specific hospital admission endpoints in three German cities.,"INTRODUCTION: Numerous studies have shown associations between daily concentrations of fine particles (e.g., particulate matter with an aerodynamic diameter ≤2.5 µm; PM2.5) and morbidity. However, evidence for ultrafine particles (UFP; particles with an aerodynamic diameter of 10-100 nm) remains conflicting. Therefore, we aimed to examine the short-term associations of UFP with five cause-specific hospital admission endpoints for Leipzig, Dresden, and Augsburg, Germany. MATERIAL AND METHODS: We obtained daily counts of (cause-specific) cardiorespiratory hospital admissions between 2010 and 2017. Daily average concentrations of UFP, total particle number (PNC; 10-800 nm), and black carbon (BC) were measured at six sites; PM2.5 and nitrogen dioxide (NO2) were obtained from monitoring networks. We assessed immediate (lag 0-1), delayed (lag 2-4, lag 5-7), and cumulative (lag 0-7) effects by applying station-specific confounder-adjusted Poisson regression models. We then used a novel multi-level meta-analytical method to obtain pooled risk estimates. Finally, we performed two-pollutant models to investigate interdependencies between pollutants and examined possible effect modification by age, sex, and season. RESULTS: UFP showed a delayed (lag 2-4) increase in respiratory hospital admissions of 0.69% [95% confidence interval (CI): -0.28%; 1.67%]. For other hospital admission endpoints, we found only suggestive results. Larger particle size fractions, such as accumulation mode particles (particles with an aerodynamic diameter of 100-800 nm), generally showed stronger effects (respiratory hospital admissions & lag 2-4: 1.55% [95% CI: 0.86%; 2.25%]). PM2.5 showed the most consistent associations for (cardio-)respiratory hospital admissions, whereas NO2 did not show any associations. Two-pollutant models showed independent effects of PM2.5 and BC. Moreover, higher risks have been observed for children. CONCLUSIONS: We observed clear associations with PM2.5 but UFP or PNC did not show a clear association across different exposure windows and cause-specific hospital admissions. Further multi-center studies are needed using harmonized UFP measurements to draw definite conclusions on the health effects of UFP.",https://pubmed.ncbi.nlm.nih.gov/37352580/,UNCERTAIN,MEDIUM,"NÃO FALA TIME SERIES, MAS HÁ INDÍCIOS DE SER, IC 95% NÃO CITADO PARA MP2.5, APENAS FALA DE TER ASSOCIAÇÃO",5b
LBL-064,34710436,10.1016/j.envres.2021.112271,2022,Environmental research,Do temporal trends of associations between short-term exposure to fine particulate matter (PM,"While associations between short-term exposure to fine particulate matter (PM2.5) and risk of hospitalization are well documented and evidence suggests that such associations change over time, it is unclear whether these temporal changes exist in understudied less-urban areas or differ by sub-population. We analyzed daily time-series data of 968 continental U.S. counties for 2000-2016, with cause-specific hospitalization from Medicare claims and population-weighted PM2.5 concentrations originally estimated at 1km × 1 km from a hybrid model. Circulatory and respiratory hospitalizations were categorized based on primary diagnosis codes at discharge. Using modified Bayesian hierarchical modelling, we evaluated the temporal trend in association between PM2.5 and hospitalizations and whether disparities in this trend exist across individual-level characteristics (e.g., sex, age, race, and Medicaid eligibility as a proxy for socio-economic status) and urbanicity. Urbanicity was categorized into three levels by county-specific percentage of urban population based on urban rural delineation from the U.S. Census. In this cohort with understudied less-urban areas without regulatory monitors, we still found positive association between circulatory and respiratory hospitalization and short-term exposure to PM2.5, with higher effect estimates towards the end of study period. Consistent with current literature, we identified significant disparity in associations by race, socioeconomic status and urbanicity. We found that the percentage change in circulatory hospitalization rate per 10 μg/m3 increase in PM2.5 was higher in the 2008-2016 time period compared to the 2000-2007 period by 0.33% (95% posterior credible interval 0.22, 0.44%), 0.52% (0.33, 0.69%), and 0.67% (0.53, 0.83%) for low, medium and high tertiles of urban areas, respectively. We also observed significant differences in temporal trends of associations across socioeconomic status, sex, and age, indicating a possible widening in disparity of PM2.5-related health burden. This study raises the importance of considering environmental justice issues in PM2.5-related health impacts with respect to how associations may change over time.",https://pubmed.ncbi.nlm.nih.gov/34710436/,UNCERTAIN,MEDIUM,"IC 95% PARA CIRCULATÓRIO, PARA RESPIRATÓRIO SO CITA ASSOCIAÇÃO",5b
LBL-068,39990055,10.2147/JAA.S498234,2025,Journal of asthma and allergy,"Air Pollution and Childhood Asthma Hospitalizations in Chengdu, China: A Time-Series Study.","PURPOSE: Research on the relationship between air pollutants and hospitalization for asthma in children in developing countries remains inadequate. This study aimed to assess the short-term effects of air pollutants, including sulfur dioxide (SO2), nitrogen dioxide (NO2), carbon monoxide (CO), ozone (O3), particulate matter ≤ 2.5 µm (PM2.5), and particulate matter ≤ 10 µm (PM10), on children hospitalized for asthma in Chengdu, China, from 2017-2022. PATIENTS AND METHODS: During the study period, 5592 children were hospitalized for asthma. A generalized additive model was used to control for seasonality, long-term trends, weather, day of the week, and holidays. The analysis was further stratified by age, sex, and season to estimate the associations. RESULTS: PM2.5, PM10, SO2, NO2, and CO were significantly associated with an increased risk of hospitalization due to asthma. A 10 μg/m3 increase in PM2.5, PM10, and CO at lag04 corresponded to an increase of 2.07%, 1.56%, and 0.33% in daily hospital admissions for asthma, respectively. A 10 μg/m3 increase in SO2 and NO2 at lag05 corresponded to an increase of 45.69% and 8.16% in daily hospital admissions for asthma, respectively. Further analysis by age found that PM10 and PM2.5 had a greater impact on children aged 5-6 years old while NO2 and CO mainly affected children under 7 years old. Analysis by by sex found that pollutants had a greater impact on hospital admissions in girls. Seasonal analysis revealed that pollutants had a more significant effect on admission during the winter. CONCLUSION: Our results suggest that increased concentrations of PM2.5, PM10, SO2, NO2, and CO in Chengdu lead to hospitalization for asthma in children and that a lag effect was observed, especially with SO2. These findings highlight the need for stricter air quality controls to reduce childhood asthma hospitalizations. • Exposure to air pollutants increases the risk of hospitalization for children with asthma. • The effect of each studied air pollutant varies according to the age and sex of the child. • The effect of air pollutants on children with asthma was stronger in the winter. • Air quality control standards are needed to reduce hospitalizations for asthma in children.",https://pubmed.ncbi.nlm.nih.gov/39990055/,UNCERTAIN,MEDIUM,SEM IC95% NUMERICO,5b
LBL-069,31446603,10.1007/s11356-019-06244-1,2019,Environmental science and pollution research international,"The hospitalization attributable burden of acute exacerbations of chronic obstructive pulmonary disease due to ambient air pollution in Shijiazhuang, China.","Few studies have investigated the acute exacerbations of chronic obstructive pulmonary disease (AECOPD)-associated attributable burden under exposure to high levels of air pollution among Asians. Data on hospitalization for AECOPD, air pollution and meteorological factors from 1 January 2013 to 31 December 2016 were collected in Shijiazhuang, China. We used a Poisson generalized linear regression model combined with a distributed lag nonlinear model (DLNM) to evaluate the relative cumulative risk for a lag of 0-7 days and examined the potential effect modifications by age and sex via stratification analyses, controlling for long-term trends, seasonal patterns, meteorological factors, and other possible confounders. Then, we computed hospitalization percentages attributable to air pollutants. The AECOPD-associated relative cumulative risks for PM2.5, PM10, NO2, SO2, and CO for a lag of 0-7 days were significantly positively correlated with hospitalization. The associations were stronger in females and retired patients. The NO2 Cum RR of AECOPD admission was the greatest. A 10μg/m3 increase in daily NO2 concentration was associated with 6.7% and 5.7% increases in COPD hospitalizations in the retired and female groups, respectively. The results showed that 13%, 9.4%, 1.7%, 9.7%, and 8.8% of AECOPD hospitalizations were attributable to exposure to PM2.5, PM10, SO2, NO2, and CO, respectively. If the air pollutant concentration was reduced to the 24-h average grade II levels of NAAQS of China, the AECOPD attributable percentage for PM2.5 and PM10 would decrease by 80%. The air pollutants PM2.5, PM10, SO2, NO2, and CO were significantly relevant to AECOPD-associated hospitalization. The associations differed by individual characteristics. The retired and female populations were highly vulnerable.",https://pubmed.ncbi.nlm.nih.gov/31446603/,UNCERTAIN,HIGH,COM ASSOCIAÇÃO SEM NUMERO,5b
LBL-076,34428652,10.1016/j.scitotenv.2021.149660,2021,The Science of the total environment,"Long term exposure to air pollution, mortality and morbidity in New Zealand: Cohort study.","OBJECTIVES: To investigate associations between long-term exposure to PM2.5, NO2, mortality and morbidity in New Zealand, a country with low levels of exposure. DESIGN: Retrospective cohort study. SETTING: The New Zealand resident population. METHOD: The main analyses included all adults aged 30 years and over with complete data on covariates: N = 2,223,507. People who died, or were admitted to hospital, (2013-2016) were linked anonymously to the 2013 census, and to estimates of ambient PM2.5, and NO2 concentration. We fitted Poisson regression models of mortality and morbidity in adults (≥30) for all natural causes of death, and by sub- group of major cause. Person-time of exposure, censored at the time of death, was included as an offset. We adjusted for confounding by age, sex, ethnicity, income, education, smoking status and ambient temperature. Further analyses stratified by ethnic group, and investigated respiratory hospital admissions in children. RESULTS: There were statistically significant positive associations between pollutants and natural causes of death: RR (per 10 μg/m3) for PM2.5 1.11 (1.07 to 1.15) and for NO2 1.10 (1.07 to 1.12). For morbidity, the strongest associations were for PM2.5 and ischaemic heart disease in adults, RR: 1.29 (1.23 to 1.35) and for NO2 and asthma in children, RR: 1.18 (1.09 to 1.28). In models restricted to specific ethnic groups, we found no consistent differences in any of the associations. CONCLUSIONS: The results for NO2 are higher than those published previously. Other studies have reported that the dose-response for PM2.5 may be higher at low concentrations, but less is known about NO2. It is possible NO2 is acting as a proxy for other traffic-related pollutants that are causally related to health impacts. This study underlines the importance of controlling pollution caused by motor vehicles.",https://pubmed.ncbi.nlm.nih.gov/34428652/,UNCERTAIN,HIGH,COHORT STUDY,4
LBL-082,23544440,10.1080/09603123.2013.782604,2014,International journal of environmental health research,Impact of Saharan dust particles on hospital admissions in Madrid (Spain).,"Saharan dust intrusions make a major contribution to levels of particulate matter (PM) present in the atmosphere of large cities. We analysed the impact of different PM fractions during periods with and without Saharan dust intrusions, using time-series analysis with Poisson regression models, based on: concentrations of coarse PM (PM10 and PM10-2.5) and fine PM (PM2.5); and daily all-, circulatory- and respiratory-cause hospital admissions. While periods without Saharan dust intrusions were marked by a statistically significant association between daily mean PM2.5 concentrations and all- and circulatory-cause hospital admissions, periods with such intrusions saw a significant increase in respiratory-cause admissions associated with fractions corresponding to PM10 and PM10-2.5.",https://pubmed.ncbi.nlm.nih.gov/23544440/,UNCERTAIN,HIGH,"CITA QUE HOUVERAM ASSOCIAÇÕES, SEM NUMERO",5b
LBL-087,31059876,10.1016/j.scitotenv.2019.04.357,2019,The Science of the total environment,Changes in the acute response of respiratory diseases to PM,"Prior studies reported that exposure to increased concentrations of fine particulate matter (PM2.5) were associated with increased rates of hospitalization and emergency department (ED) visits for asthma and chronic obstructive pulmonary disease (COPD). In this study, rates were examined from 2005 to 2016 using a case-crossover design to ascertain if there have been changes in the rates per unit mass exposure given substantial reductions in PM2.5 concentration and changes in its composition. PM2.5 concentrations were reduced through a combination of policies designed to improve air quality and economic drivers, including the 2008 economic recession and shifts in the relative costs of coal and natural gas. The study period was split into three periods reflecting that much of the emissions changes occurred between 2008 and 2013. Thus, the three periods were defined as: BEFORE (2005 to 2007), DURING (2008-2013), and AFTER (2014-2016). In general, the number of hospitalizations and ED visits declined with the decreased concentration of PM2.5. However, the rate of COPD hospitalizations and asthma ED visits associated with each interquartile range increase in ambient PM2.5 concentration was larger in the AFTER period than the DURING and BEFORE periods. For example, each 6.8 μg/m3 increase in PM2.5 on the same day was associated with 0.4% (0.0%, 0.8%), 0.3% (-0.2%, 0.7%), and 2.7% (1.9%, 3.5) increases in the rate of asthma emergency department visits in the BEFORE, DURING, and AFTER periods, respectively, suggesting the same mass concentration of PM2.5 was more toxic in the AFTER period.",https://pubmed.ncbi.nlm.nih.gov/31059876/,INCLUDE,HIGH,"ESTUDO, MP2.5, CASE CROSSOVER, IC95%, DPOC, INGLÊS",
LBL-091,28628139,,2017,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,[Effect of particulate air pollution on hospital admissions for acute exacerbation of chronic obstructive pulmonary disease in Beijing].,"OBJECTIVE: To assess the association between particulate air pollution and hospital admissions for acute exacerbation of chronic obstructive pulmonary disease (AECOPD) in Beijing, and to evaluate the differences of association among different subgroups. METHODS: Hospital admissions to intertiary hospitals for AECOPD from January 1, 2014, through December 31, 2015 were obtained from the electronic hospitalization summary reports (HSRs).We obtained the data on air pollution during the study period from the national air pollution monitoring system. The data on meteorological variables were obtained from the Chinese meteorological bureau. A poison generalized additive model was used to assess the effects of particulate pollution on AECOPD with adjustment for the long term trend, day of week, holiday effect and meteorological variables. Subgroup analyses were also conducted by age and gender, which would help identify higher-risk groups. RESULTS: A total of 7 884 hospitalizations from 15 tertiary hospitals were recorded during the study period, and 69.3% were male patients, 37.1% were ≥80 years of age, 45.5% were 65-79 years of age, and 17.4% were younger than 65. The mean (SD) daily concentrations of PM2.5, PM10 were 77.1 (66.6) μg/m3, 111.9 (75.8) μg/m3. Every 10 μg/m3 increase in particulate pollution concentration for a lag of 4 d was associated with an increase in hospital admissions for AECOPD as follows: 0.53% (95% CI: 0.01%-1.06%, P=0.0478) of PM2.5, 0.53% (95% CI: 0.07%-1.00%, P=0.0250) of PM10, respectively. We found differences in risk for AECOPD admissions among the different subgroups. For every 10 μg/m3 increase in PM2.5, PM10 exposure in the female group there was a 1.13% (95% CI: 0.19%-2.07%, P=0.018 3) increase, 1.06% (95% CI: 0.22%-1.91%, P=0.013 6) increase in admissions, respectively, while in the male group, the association was non-significant. The patients of 80 years of age and older demonstrated a higher risk of AECOPD, 1.25% (95% CI: 0.40%-2.11%, P=0.004 0) increase of PM2.5, 1.18% (95% CI: 0.42%-1.95%, P=0.002 4) increase of PM10, respectively, while other subgroups didn't find significant association. CONCLUSION: Our findings showed that particulate air pollution was significantly associated with hospital admissions for AECOPD in Beijing. The susceptibility to particulate pollution varied by gender and age.",https://pubmed.ncbi.nlm.nih.gov/28628139/,EXCLUDE,HIGH,ARTIGO EM CHINÊS,6
LBL-094,36003277,10.3390/atmos13050719,2022,Atmosphere,New Homogeneous Spatial Areas Identified Using Case-Crossover Spatial Lag Grid Differences between Aerosol Optical Depth-PM,"Optimal use of Hierarchical Bayesian Model (HBM)-assembled aerosol optical depth (AOD)-PM2.5 fused surfaces in epidemiologic studies requires homogeneous temporal and spatial fused surfaces. No analytical method is available to evaluate spatial heterogeneity. The temporal case-crossover design was modified to assess the spatial association between four experimental AOD-PM2.5 fused surfaces and four respiratory-cardiovascular hospital events in 12 km2 grids. The maximum number of adjacent lag grids with significant odds ratios (ORs) identified homogeneous spatial areas (HOSAs). The largest HOSA included five grids (lag grids 04; 720 km2) and the smallest HOSA contained two grids (lag grids 01; 288 km2). Emergency department asthma and inpatient asthma, myocardial infarction, and heart failure ORs were significantly higher in rural grids without air monitors than in urban grids with air monitors at lag grids 0, 1, and 01. Rural grids had higher AOD-PM2.5 concentration levels, population density, and poverty percentages than urban grids. Warm season ORs were significantly higher than cold season ORs for all health outcomes at lag grids 0, 1, 01, and 04. The possibility of elevated fine and ultrafine PM and other demographic and environmental risk factors synergistically contributing to elevated respiratory-cardiovascular chronic diseases in persons residing in rural areas was discussed.",https://pubmed.ncbi.nlm.nih.gov/36003277/,UNCERTAIN,HIGH,OR SEM VALORES,5b
LBL-097,37338586,10.1007/s00420-023-01991-8,2023,International archives of occupational and environmental health,The impact of ambient air pollutants on childhood respiratory system disease and the resulting disease burden: a time-series study.,"PURPOSE: The effects of air pollution on human health have long been a hot topic of research. For respiratory diseases, a large number of studies have proved that air pollution is one of the main causes. The purpose of this study was to investigate the risk of hospitalization of children with respiratory system diseases (CRSD) caused by six pollutants (PM2.5, PM10, NO2, SO2, CO, and O3) in Hefei City, and further calculate the disease burden. METHOD: In the first stage, the generalized additive models were combined with the distributed lag non-linear models to evaluate the impact of air pollution on the inpatients for CRSD in Hefei. In the second stage, this study used the cost-of-illness approach to calculate the attributable number of hospitalizations and the extra disease burden. RESULT: Overall, all the six kinds of pollutants had the strongest effects on CRSD inpatients within lag10 days. SO2 and CO caused the highest and lowest harm, respectively, and the RR values were SO2 (lag0-5): 1.1 20 (1.053, 1.191), and CO (lag0-6): 1.002 (1.001, 1.003). During the study period (January 1, 2014 to December 30, 2020), the 7-year cumulative burden of disease was 36.19 million CNY under the WHO air pollution standards. CONCLUSION: In general, we found that six air pollutants were risk factors for CRSD in Hefei City, and create a huge burden of disease.",https://pubmed.ncbi.nlm.nih.gov/37338586/,UNCERTAIN,MEDIUM,RR IC95% PARA MP2.5 NÃO ESPECIFICADO,5b
LBL-100,27581332,10.1590/1516-3180.2015.0237250216,2016,Sao Paulo medical journal = Revista paulista de medicina,Air pollution and respiratory diseases: ecological time series.,"CONTEXT AND OBJECTIVE: Exposure to air pollutants is one of the factors responsible for hospitalizations due to respiratory diseases. The objective here was to estimate the effect of exposure to particulate matter (such as PM2.5) on hospitalizations due to certain respiratory diseases among residents in Volta Redonda (RJ). DESIGN AND SETTING: Ecological time series study using data from Volta Redonda (RJ). METHODS: Data on hospital admissions among residents of Volta Redonda (RJ), between January 1, 2012, and December 31, 2012, due to pneumonia, acute bronchitis, bronchiolitis and asthma, were analyzed. Daily data on PM2.5 concentrations were estimated through the CCATT-BRAMS model. The generalized additive Poisson regression model was used, taking the daily number of hospitalizations to be the dependent variable and the PM2.5 concentration to be the independent variable, with adjustment for temperature, relative humidity, seasonality and day of the week, and using lags of zero to seven days. Excess hospitalization and its cost were calculated in accordance with increases in PM2.5 concentration of 5 µg/m3. RESULTS: There were 752 hospitalizations in 2012; the average concentration of PM2.5 was 17.2 µg/m3; the effects of exposure were significant at lag 2 (RR = 1.017), lag 5 (RR = 1.022) and lag 7 (RR = 1,020). A decrease in PM2.5 concentration of 5 µg/m3 could reduce admissions by up to 76 cases, with a decrease in spending of R$ 84,000 a year. CONCLUSION: The findings from this study provide support for implementing public health policies in this municipality, which is an important steelmaking center. CONTEXTO E OBJETIVO:: A exposição aos poluentes do ar é um dos fatores responsáveis por internações por doenças respiratórias; o objetivo foi estimar o efeito da exposição a material particulado (como PM2,5) sobre as hospitalizações devido a certas doenças respiratórias em moradores de Volta Redonda (RJ). TIPO DE ESTUDO E LOCAL:: Estudo ecológico de séries temporais utilizando dados de Volta Redonda (RJ). MÉTODOS:: Foram analisados dados de internação hospitalar, entre 1 de janeiro de 2012 e 31 de dezembro de 2012, devida a pneumonia, bronquite aguda, bronquiolite e asma, em residentes em Volta Redonda (RJ), e dados diários das concentrações de PM2,5 obtidos a partir do modelo CCATT-BRAMS. Utilizou-se o modelo aditivo generalizado de regressão de Poisson, sendo o número diário de internações a variável dependente e a concentração PM2,5 a variável independente, ajustado para temperatura, umidade relativa, sazonalidade e dia da semana e defasagens entre zero e sete dias. Excesso de internação hospitalar e seu custo, de acordo com o aumento de 5 ug/m3 na concentração de PM2,5, foram calculados. RESULTADOS:: Ocorreram 752 internações em 2012; a concentração média de PM2,5 foi de 17,2 ug/m3; os efeitos da exposição foram significativos em lag 2 (RR = 1,017), lag 5 (RR = 1,022) e lag 7 (RR = 1,020). A redução em 5 ug/m3 na concentração de PM2,5 poderia reduzir até 76 casos as internações com diminuição nos gastos de R$ 84 mil/ano. CONCLUSÃO:: Os achados deste estudo fornecem subsídios para implantar políticas públicas de saúde neste município, que é importante polo siderúrgico.",https://pubmed.ncbi.nlm.nih.gov/27581332/,UNCERTAIN,MEDIUM,"CITA RR, MAS NÃO CITA IC95%",5b
